Ticker,Denominação social,Nome de pregão,CNPJ,
MERC4,Merc Financ,MERCANTIL BRASIL FINANC S.A. C.F.I.,33.040.601/0001-87,33040601000187
MGEL3,Mangels Indl,MANGELS INDUSTRIAL S.A.,61.065.298/0001-02,61065298000102
MGEL4,Mangels Indl,MANGELS INDUSTRIAL S.A.,61.065.298/0001-02,61065298000102
MGLU3,Magaz Luiza,MAGAZINE LUIZA S.A.,47.960.950/0001-21,47960950000121
MILS3,Mills,MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.,27.093.558/0001-15,27093558000115
MLAS3,Multilaser,MULTILASER INDUSTRIAL S.A.,59.717.553/0001-02,59717553000102
MMAQ3,Minasmaquina,MINASMAQUINAS S.A.,17.161.241/0001-15,17161241000115
MMAQ4,Minasmaquina,MINASMAQUINAS S.A.,17.161.241/0001-15,17161241000115
MNDL3,Mundial,MUNDIAL S.A. – PRODUTOS DE CONSUMO,88.610.191/0001-54,88610191000154
MNPR3,Minupar,MINUPAR PARTICIPACOES S.A.,90.076.886/0001-40,90076886000140
MNZC3B,Menezes Cort,TERMINAL GARAGEM MENEZES CORTES S.A.,02.664.042/0001-52,2664042000152
MOAR3,Mont Aranha,MONTEIRO ARANHA S.A.,33.102.476/0001-92,33102476000192
MODL3,Modalmais,BANCO MODAL S.A,30.723.886/0001-62,30723886000162
MOVI3,Movida,MOVIDA PARTICIPACOES SA,21.314.559/0001-66,21314559000166
MRFG3,Marfrig,MARFRIG GLOBAL FOODS S.A.,03.853.896/0001-40,3853896000140
MRSA3B,Mrs Logist,MRS LOGISTICA S.A.,01.417.222/0001-77,1417222000177
MRSA5B,Mrs Logist,MRS LOGISTICA S.A.,01.417.222/0001-77,1417222000177
MRSA6B,Mrs Logist,MRS LOGISTICA S.A.,01.417.222/0001-77,1417222000177
